hsv1[0],hsv2[0],hsv3[0],hsv4[0]
0,0,0,0
0,2,2,6
2,4,6,12
2,8,8,16
6,10,14,18
10,16,20,24
10,20,22,30
14,22,28,38
18,28,34,50
16,28,34,44
22,34,40,52
28,42,50,68
32,46,58,72
46,62,70,84
46,68,78,90
66,76,84,90
72,84,90,100
84,86,96,102
98,94,100,104
110,104,110,108
124,110,112,112
126,114,116,112
128,118,118,114
132,116,120,114
132,116,118,116
134,120,120,114
136,124,124,120
140,128,130,120
142,126,134,124
144,136,136,126
144,140,142,128
150,140,146,128
-1,-1,-1,-1
160,148,156,134
166,154,164,140
176,168,174,144
184,182,186,152
188,188,194,160
194,196,200,166
204,204,206,178
208,210,212,194
212,216,216,198
216,220,220,208
218,226,224,214
222,228,226,212
224,232,230,224
224,230,232,226
224,230,230,226
224,232,232,226
226,234,232,228
228,236,234,232
232,240,238,230
240,244,242,238
246,250,246,244
256,256,250,250
266,262,258,262
284,276,266,274
300,286,272,288
312,294,282,306
326,308,292,316
330,320,302,328
334,328,314,332
342,334,322,340
344,338,326,342
344,342,334,346
348,342,336,348
350,348,342,354
352,350,346,352
352,350,350,356
352,356,350,358
358,358,356,358
0,0,0,2
0,0,0,2
