hsv1[0],hsv2[0],hsv3[0],hsv4[0]
358,0,0,2
0,0,2,6
0,4,4,8
4,10,6,12
8,16,12,22
14,22,18,32
16,26,26,34
22,32,30,48
28,44,36,56
30,48,42,68
38,58,56,72
48,74,66,86
58,88,78,94
56,86,76,92
62,90,82,100
70,98,88,102
78,100,94,106
84,106,98,108
92,112,104,112
98,116,110,116
104,122,114,120
108,126,114,120
110,124,116,122
112,124,122,122
-1,-1,-1,-1
112,128,120,122
116,128,124,124
122,136,126,130
128,136,130,132
134,138,138,132
140,144,138,136
144,144,140,136
148,148,144,144
160,154,150,148
170,160,156,150
188,170,166,160
200,182,182,170
204,188,188,180
210,198,196,186
218,204,204,198
224,212,214,204
230,218,218,212
232,222,224,220
232,224,226,220
-1,-1,-1,-1
236,230,232,226
240,232,232,230
238,230,232,230
238,234,234,234
240,234,234,232
242,234,234,232
242,238,238,234
-1,-1,-1,-1
252,244,246,240
258,248,250,244
264,256,260,250
274,266,268,262
280,272,276,264
288,278,284,272
296,288,296,282
304,298,304,296
310,304,312,302
320,314,320,312
324,322,328,322
330,326,334,324
334,332,336,330
338,342,340,340
342,340,348,344
348,346,348,346
350,350,352,348
352,356,354,358
354,356,358,0
358,356,0,0
