hsv1[0],hsv2[0],hsv3[0],hsv4[0]
356,0,2,356
2,0,2,0
8,0,6,4
12,6,10,6
14,12,14,10
22,18,24,14
26,22,26,20
36,30,34,20
46,32,42,28
46,38,42,28
54,42,50,38
68,56,62,46
70,62,68,54
80,76,78,72
82,80,80,74
92,90,88,84
96,100,94,88
98,100,96,100
104,104,102,106
108,112,106,108
112,116,110,116
114,118,110,120
114,122,114,122
114,122,116,122
114,126,118,124
118,122,118,124
118,128,120,126
124,130,124,128
126,132,126,130
132,136,132,132
134,140,134,138
136,142,136,140
138,146,136,140
146,148,142,142
148,152,148,148
160,166,152,160
172,172,166,170
180,184,172,176
188,190,180,182
200,200,192,194
208,206,202,200
216,212,210,212
220,216,216,216
226,224,222,218
228,226,224,226
232,232,230,224
236,234,232,234
238,234,234,226
240,232,234,236
238,238,238,234
238,238,236,238
240,240,238,238
242,246,246,238
250,248,248,248
256,258,254,258
262,264,264,272
272,278,280,290
278,284,288,296
286,296,300,306
296,306,310,320
302,314,316,326
314,322,322,332
316,326,328,334
326,330,332,342
330,334,336,342
334,340,342,346
342,344,344,350
346,348,350,352
346,350,356,354
352,352,356,354
354,354,354,354
354,354,0,358
358,358,2,0
