hsv1[0],hsv2[0],hsv3[0],hsv4[0]
0,2,6,4
6,4,4,6
6,8,4,4
6,8,10,10
12,8,16,12
10,14,16,14
18,18,20,18
18,24,26,30
22,28,34,36
30,28,38,42
32,38,42,46
38,50,52,56
46,58,62,70
54,72,72,78
62,76,82,84
72,88,86,94
78,94,92,98
82,96,94,100
90,104,98,104
94,110,104,112
102,114,110,110
102,116,112,112
104,118,116,116
104,124,116,118
104,118,114,118
104,122,116,116
108,124,118,120
114,124,120,122
114,124,126,120
118,130,128,124
122,132,132,130
132,134,134,132
136,134,136,134
140,138,144,138
152,144,148,140
172,158,158,150
188,160,176,158
200,174,184,170
208,188,192,182
216,192,202,190
220,202,210,200
224,208,216,210
226,216,222,218
230,222,226,222
236,226,228,224
236,226,230,230
236,232,232,234
238,230,234,230
236,230,236,232
238,236,236,234
240,238,234,234
244,238,238,242
248,244,240,244
250,248,250,250
258,252,250,252
264,266,262,270
274,282,272,278
280,290,278,294
296,312,290,310
308,320,302,318
316,328,316,326
324,334,326,334
330,340,330,340
336,350,336,344
342,350,342,354
348,352,346,354
350,354,350,350
352,358,354,358
356,358,354,358
354,2,354,0
356,2,0,0
2,2,358,4
4,2,2,0
