hsv1[0],hsv2[0],hsv3[0],hsv4[0]
358,358,0,0
358,0,4,2
0,8,2,6
0,8,4,8
0,10,14,6
4,18,16,12
6,22,16,16
10,26,22,22
10,36,24,24
14,38,32,26
14,44,30,28
-1,-1,-1,-1
-1,-1,-1,-1
22,72,62,50
28,76,66,58
34,86,74,66
38,88,80,74
46,92,80,80
62,102,90,94
78,104,100,96
92,106,108,106
100,110,110,108
98,110,112,110
104,110,108,112
104,114,110,114
112,118,110,112
114,116,112,116
122,124,122,126
132,122,118,128
142,124,124,128
154,124,136,134
156,132,142,140
176,136,150,138
186,138,150,140
190,142,160,142
208,148,174,160
216,160,192,170
220,170,200,186
224,180,208,192
228,196,216,204
232,202,218,206
232,208,224,216
236,216,232,218
240,222,236,222
240,224,236,228
246,234,238,232
246,234,244,238
246,232,246,238
244,238,240,236
246,238,246,240
248,240,246,240
250,244,248,248
256,246,254,250
264,250,260,260
268,258,262,266
276,268,266,274
284,274,276,290
294,290,282,314
304,306,296,322
312,316,304,326
318,326,318,332
326,332,324,340
332,334,330,342
334,338,336,346
338,342,340,346
340,344,342,348
344,348,346,354
348,354,348,356
348,352,350,354
350,354,352,356
354,356,356,0
356,358,2,0
358,358,2,0
