hsv1[0],hsv2[0],hsv3[0],hsv4[0]
4,4,4,6
2,4,4,8
2,6,4,8
2,8,8,12
6,10,12,16
8,14,20,22
6,16,20,24
10,22,22,32
12,24,28,40
18,30,34,44
-1,-1,-1,-1
22,38,46,56
28,46,56,72
34,56,68,84
46,68,74,86
58,78,86,94
70,86,94,98
78,88,96,100
96,94,102,106
102,108,110,108
114,110,112,112
120,114,116,116
126,116,120,116
124,116,120,116
126,120,122,118
130,120,122,120
132,122,126,124
138,124,126,122
142,128,132,124
146,132,138,126
148,136,144,128
150,138,146,132
156,140,146,134
162,146,158,136
166,150,160,136
178,162,172,140
190,174,186,150
196,186,196,158
200,196,202,168
208,206,208,178
212,210,214,192
214,216,218,200
216,220,222,206
222,224,226,216
224,228,230,220
230,232,234,226
232,234,236,230
232,234,236,232
230,234,236,230
234,236,236,234
234,240,240,236
240,242,242,242
246,248,246,242
254,254,250,248
260,260,254,260
276,270,262,268
290,284,270,284
304,294,280,300
316,306,288,310
324,316,298,322
330,324,308,328
334,330,318,334
340,338,324,342
344,340,332,344
348,346,338,346
350,350,340,354
354,352,348,354
352,352,348,356
356,356,348,356
356,358,356,358
356,358,0,0
358,358,0,0
358,0,0,2
